episode,steps,avg_reward,avg_length,win_rate_a,wins_a,wins_b,draws,fps,avg_tank_dist,tank_policy_type
6120,4840184,692.8692,196.38,32.39,1982,4121,17,529.29,4.03,G3033_M926_C2161
6130,4848184,733.3600,196.45,32.38,1985,4128,17,529.29,3.94,G3041_M926_C2163
6140,4856184,696.1257,196.92,32.39,1989,4134,17,529.26,4.05,G3043_M930_C2167
6150,4864184,751.7448,196.92,32.37,1991,4142,17,529.25,3.97,G3048_M933_C2169
6160,4871860,634.8542,197.15,32.39,1995,4148,17,529.28,4.20,G3052_M934_C2174
6170,4879772,659.0201,197.83,32.41,2000,4153,17,529.28,4.16,G3055_M937_C2178
6180,4887772,664.7649,198.36,32.44,2005,4158,17,529.33,4.18,G3059_M939_C2182
6190,4895588,640.5210,197.90,32.46,2009,4163,18,529.32,4.22,G3061_M940_C2189
6200,4903588,636.1321,197.90,32.52,2016,4166,18,529.25,4.25,G3066_M942_C2192
6210,4911260,637.1236,197.49,32.48,2017,4175,18,529.26,4.27,G3071_M943_C2196
6220,4919260,703.7579,197.69,32.46,2019,4183,18,529.29,4.16,G3078_M944_C2198
6230,4927260,689.7848,197.69,32.50,2025,4187,18,529.31,4.16,G3082_M946_C2202
6240,4934928,758.3489,196.86,32.53,2030,4192,18,529.34,4.04,G3088_M948_C2204
6250,4942928,692.5497,196.86,32.51,2032,4200,18,529.38,4.17,G3094_M949_C2207
6260,4950928,717.3051,197.67,32.52,2036,4206,18,529.42,4.15,G3099_M950_C2211
6270,4958928,744.8729,197.89,32.54,2040,4212,18,529.46,4.14,G3103_M950_C2217
6280,4966928,820.8485,197.89,32.56,2045,4217,18,529.39,4.00,G3107_M952_C2221
6290,4974928,791.8322,198.35,32.58,2049,4223,18,529.35,4.06,G3111_M954_C2225
6300,4982928,759.1172,198.35,32.63,2056,4226,18,529.36,4.14,G3118_M956_C2226
6310,4990860,773.4647,199.00,32.65,2060,4232,18,529.34,4.12,G3121_M957_C2232
6320,4998704,732.8768,198.61,32.63,2062,4240,18,529.27,4.20,G3127_M959_C2234
6330,5006704,675.3260,198.61,32.62,2065,4247,18,529.27,4.29,G3133_M961_C2236
6340,5014704,594.9625,199.44,32.65,2070,4252,18,529.31,4.52,G3141_M962_C2237
6350,5022056,526.8072,197.82,32.63,2072,4260,18,529.30,4.64,G3144_M964_C2242
6360,5030056,626.9667,197.82,32.64,2076,4266,18,529.23,4.45,G3149_M965_C2246
6370,5038056,605.9576,197.82,32.67,2081,4271,18,529.23,4.43,G3154_M966_C2250
6380,5046056,612.3788,197.82,32.68,2085,4277,18,529.26,4.42,G3162_M966_C2252
6390,5054056,652.3082,197.82,32.69,2089,4283,18,529.27,4.38,G3168_M968_C2254
6400,5062056,648.1242,197.82,32.69,2092,4290,18,529.31,4.37,G3173_M968_C2259
6410,5069884,645.8354,197.56,32.73,2098,4294,18,529.34,4.39,G3175_M970_C2265
6420,5077424,686.5099,196.80,32.73,2101,4301,18,529.37,4.33,G3179_M972_C2269
6430,5085240,621.8956,196.34,32.74,2105,4307,18,529.38,4.46,G3182_M974_C2274
6440,5092792,689.5063,195.22,32.75,2109,4313,18,529.34,4.30,G3189_M975_C2276
6450,5100292,815.0747,195.59,32.74,2112,4319,19,529.32,4.07,G3192_M976_C2282
6460,5108292,767.6924,195.59,32.76,2116,4325,19,529.32,4.17,G3198_M979_C2283
6470,5116292,743.5555,195.59,32.77,2120,4331,19,529.34,4.27,G3204_M980_C2286
6480,5124044,663.1187,194.97,32.79,2125,4336,19,529.37,4.39,G3209_M982_C2289
6490,5132044,609.4314,194.97,32.80,2129,4342,19,529.41,4.40,G3214_M982_C2294
6500,5140028,620.1408,194.93,32.78,2131,4350,19,529.42,4.43,G3219_M984_C2297
6510,5147952,592.8381,195.17,32.78,2134,4357,19,529.46,4.43,G3223_M984_C2303
6520,5155952,512.1147,196.32,32.81,2139,4362,19,529.41,4.57,G3229_M986_C2305
6530,5163952,606.4041,196.78,32.77,2140,4371,19,529.37,4.39,G3231_M988_C2311
6540,5171836,604.3112,197.61,32.75,2142,4379,19,529.39,4.35,G3237_M989_C2314
6550,5179576,606.5189,198.21,32.75,2145,4386,19,529.39,4.34,G3242_M990_C2318
6560,5187472,623.4985,197.95,32.79,2151,4390,19,529.35,4.26,G3246_M990_C2324
6570,5195128,675.9521,197.09,32.82,2156,4395,19,529.27,4.16,G3251_M992_C2327
6580,5202620,688.0970,196.44,32.84,2161,4400,19,529.19,4.15,G3256_M994_C2330
6590,5210620,743.7050,196.44,32.85,2165,4406,19,529.07,4.03,G3259_M998_C2333
6600,5218288,760.4052,195.65,32.88,2170,4411,19,528.98,3.91,G3263_M1001_C2336
6610,5226288,833.4409,195.84,32.90,2175,4416,19,528.95,3.81,G3269_M1003_C2338
6620,5233940,845.4764,194.97,32.92,2179,4422,19,528.93,3.74,G3271_M1007_C2342
6630,5241816,781.9457,194.66,32.94,2184,4427,19,528.94,3.88,G3276_M1008_C2346
6640,5249552,722.7302,194.29,32.98,2190,4431,19,528.95,4.07,G3279_M1009_C2352
6650,5257204,718.5483,194.07,33.01,2195,4436,19,528.92,4.06,G3281_M1014_C2355
6660,5265204,705.3393,194.33,33.02,2199,4442,19,528.99,4.10,G3288_M1014_C2358
6670,5272912,654.1292,194.46,33.06,2205,4446,19,529.00,4.22,G3294_M1015_C2361
6680,5280816,683.6241,195.49,33.10,2211,4450,19,528.94,4.14,G3299_M1017_C2364
6690,5288816,618.9910,195.49,33.11,2215,4456,19,528.94,4.30,G3304_M1018_C2368
6700,5296816,640.8369,196.32,33.12,2219,4462,19,528.98,4.30,G3309_M1018_C2373
6710,5304732,585.5863,196.11,33.11,2222,4468,20,529.01,4.42,G3313_M1019_C2378
6720,5312352,605.1561,196.03,33.08,2223,4477,20,529.01,4.40,G3318_M1021_C2381
6730,5319892,645.5503,195.19,33.12,2229,4481,20,528.98,4.25,G3322_M1024_C2384
6740,5327456,669.4224,194.76,33.16,2235,4485,20,528.92,4.11,G3325_M1025_C2390
6750,5335456,641.2367,195.63,33.20,2241,4489,20,528.85,4.18,G3330_M1028_C2392
6760,5343456,639.1067,195.63,33.25,2248,4492,20,528.79,4.17,G3336_M1030_C2394
6770,5351456,604.3041,196.36,33.29,2254,4496,20,528.80,4.16,G3340_M1031_C2399
6780,5359368,618.0147,196.38,33.30,2258,4502,20,528.82,4.18,G3345_M1032_C2403
6790,5366712,675.4964,194.74,33.36,2265,4505,20,528.82,4.04,G3350_M1034_C2406
6800,5374712,683.9623,194.74,33.41,2272,4508,20,528.83,3.99,G3353_M1036_C2411
6810,5382504,763.1582,194.43,33.47,2279,4511,20,528.85,3.84,G3356_M1038_C2416
6820,5390504,818.6232,195.38,33.50,2285,4515,20,528.90,3.77,G3360_M1038_C2422
6830,5398404,883.8333,196.28,33.50,2288,4522,20,528.89,3.69,G3366_M1040_C2424
6840,5406404,962.1235,197.37,33.52,2293,4527,20,528.77,3.63,G3372_M1043_C2425
6850,5414020,1028.1273,196.41,33.55,2298,4532,20,528.76,3.48,G3378_M1044_C2428
6860,5422020,1054.2290,196.41,33.54,2301,4539,20,528.78,3.46,G3385_M1045_C2430
6870,5430020,1071.6094,196.41,33.54,2304,4546,20,528.74,3.53,G3387_M1048_C2435
6880,5438020,1108.8547,196.63,33.56,2309,4551,20,528.72,3.49,G3392_M1051_C2437
6890,5445808,1157.7607,197.74,33.58,2314,4556,20,528.76,3.45,G3396_M1052_C2442
6900,5453316,1277.5120,196.51,33.61,2319,4561,20,528.80,3.34,G3402_M1053_C2445
6910,5461316,1266.7855,197.03,33.63,2324,4566,20,528.79,3.38,G3406_M1055_C2449
6920,5469316,1283.3008,197.03,33.67,2330,4570,20,528.70,3.36,G3409_M1059_C2452
6930,5477316,1274.4619,197.28,33.71,2336,4574,20,528.68,3.41,G3415_M1061_C2454
6940,5485316,1281.9671,197.28,33.73,2341,4579,20,528.72,3.35,G3422_M1061_C2457
6950,5493316,1291.4079,198.24,33.76,2346,4584,20,528.74,3.35,G3426_M1062_C2462
6960,5501316,1327.1686,198.24,33.78,2351,4589,20,528.72,3.34,G3432_M1065_C2463
6970,5509156,1356.6931,197.84,33.80,2356,4594,20,528.74,3.18,G3435_M1068_C2467
6980,5517156,1371.9987,197.84,33.87,2364,4596,20,528.78,3.12,G3438_M1070_C2472
6990,5524792,1320.1435,197.46,33.92,2371,4599,20,528.77,3.24,G3445_M1072_C2473
7000,5532288,1234.0555,197.43,33.94,2376,4604,20,528.73,3.31,G3450_M1074_C2476
7010,5540128,1149.1927,197.03,33.98,2382,4608,20,528.74,3.40,G3453_M1074_C2483
7020,5547912,1180.1439,196.49,34.03,2389,4610,21,528.78,3.40,G3458_M1074_C2488
7030,5555912,1157.5100,196.49,34.04,2393,4616,21,528.78,3.43,G3463_M1074_C2493
7040,5563912,1131.2868,196.49,34.11,2401,4618,21,528.72,3.55,G3467_M1075_C2498
7050,5571912,1095.0018,196.49,34.11,2405,4624,21,528.65,3.63,G3474_M1076_C2500
7060,5579880,1010.9811,196.41,34.11,2408,4631,21,528.69,3.66,G3480_M1077_C2503
7070,5587880,958.5146,196.81,34.14,2414,4635,21,528.66,3.83,G3485_M1078_C2507
7080,5595880,921.4978,196.81,34.18,2420,4639,21,528.60,3.92,G3490_M1079_C2511
7090,5603880,867.7203,197.72,34.16,2422,4647,21,528.58,3.95,G3495_M1081_C2514
7100,5611880,861.2732,198.98,34.15,2425,4654,21,528.59,3.97,G3501_M1083_C2516
7110,5619880,909.1270,199.38,34.18,2430,4659,21,528.61,3.93,G3507_M1083_C2520
7120,5627424,826.5489,198.78,34.21,2436,4662,22,528.61,4.00,G3512_M1084_C2524
7130,5635020,746.3755,197.77,34.18,2437,4671,22,528.65,4.12,G3519_M1084_C2527
7140,5643020,650.6830,197.77,34.16,2439,4679,22,528.68,4.21,G3523_M1087_C2530
7150,5650952,564.4335,197.60,34.14,2441,4687,22,528.68,4.34,G3530_M1088_C2532
7160,5658952,567.7209,197.68,34.16,2446,4692,22,528.60,4.39,G3536_M1090_C2534
7170,5666548,611.8670,196.67,34.20,2452,4696,22,528.61,4.29,G3543_M1091_C2536
7180,5674520,636.8137,196.60,34.26,2460,4698,22,528.64,4.22,G3551_M1092_C2537
7190,5682520,706.7087,196.60,34.28,2465,4702,23,528.65,4.15,G3554_M1094_C2542
7200,5690104,689.6988,195.56,34.31,2470,4707,23,528.67,4.18,G3558_M1096_C2546
7210,5698104,679.6014,195.56,34.33,2475,4712,23,528.70,4.18,G3563_M1098_C2549
7220,5706064,703.7141,196.60,34.35,2480,4717,23,528.75,4.17,G3567_M1099_C2554
7230,5714064,769.5568,197.61,34.40,2487,4720,23,528.77,4.15,G3571_M1100_C2559
7240,5721944,834.5656,197.31,34.42,2492,4725,23,528.74,4.12,G3578_M1100_C2562
7250,5729360,925.3283,196.02,34.41,2495,4732,23,528.74,3.99,G3583_M1101_C2566
7260,5737360,924.3133,196.02,34.44,2500,4737,23,528.77,4.00,G3588_M1102_C2570
7270,5744460,931.1197,194.78,34.48,2507,4739,24,528.74,4.08,G3590_M1105_C2575
7280,5752128,856.1168,194.02,34.48,2510,4746,24,528.69,4.20,G3593_M1106_C2581
7290,5760128,894.5191,194.02,34.50,2515,4751,24,528.62,4.13,G3600_M1109_C2581
7300,5767852,887.2689,194.37,34.55,2522,4754,24,528.59,4.19,G3605_M1110_C2585
7310,5775792,907.5048,194.22,34.54,2525,4761,24,528.50,4.14,G3611_M1112_C2587
7320,5783724,880.3487,194.15,34.56,2530,4766,24,528.42,4.17,G3614_M1115_C2591
7330,5791160,986.6042,192.74,34.64,2539,4767,24,528.38,3.97,G3619_M1118_C2593
7340,5799160,994.7339,193.04,34.66,2544,4772,24,528.39,3.88,G3624_M1120_C2596
7350,5806900,1013.8198,193.85,34.71,2551,4774,25,528.38,3.86,G3629_M1123_C2598
7360,5814900,1024.6124,193.85,34.74,2557,4778,25,528.39,3.83,G3636_M1123_C2601
7370,5822812,1055.9804,195.88,34.78,2563,4782,25,528.42,3.71,G3642_M1124_C2604
7380,5830812,1110.9728,196.71,34.80,2568,4787,25,528.46,3.61,G3646_M1126_C2608
7390,5838344,1036.5975,195.54,34.80,2572,4793,25,528.47,3.67,G3651_M1127_C2612
7400,5846344,1032.2259,196.23,34.78,2574,4801,25,528.44,3.63,G3657_M1127_C2616
7410,5854228,1043.4387,196.09,34.80,2579,4806,25,528.41,3.63,G3662_M1130_C2618
7420,5861900,1098.0057,195.44,34.84,2585,4810,25,528.43,3.56,G3667_M1131_C2622
7430,5869900,1047.2133,196.85,34.90,2593,4811,26,528.46,3.63,G3672_M1131_C2627
7440,5877900,1027.4823,196.85,34.95,2600,4814,26,528.49,3.72,G3676_M1132_C2632
7450,5885900,1009.3911,197.50,34.91,2601,4823,26,528.52,3.73,G3681_M1134_C2635
7460,5893900,1025.1849,197.50,34.95,2607,4827,26,528.57,3.77,G3684_M1135_C2641
7470,5901484,1006.3590,196.68,34.97,2612,4832,26,528.59,3.81,G3688_M1136_C2646
7480,5909484,1050.6659,196.68,35.00,2618,4836,26,528.56,3.79,G3694_M1137_C2649
7490,5917412,1113.9648,197.67,35.06,2626,4838,26,528.55,3.77,G3699_M1137_C2654
7500,5925412,1138.7212,197.67,35.07,2630,4844,26,528.57,3.74,G3703_M1139_C2658
7510,5933128,1145.2531,197.25,35.13,2638,4846,26,528.58,3.78,G3706_M1140_C2664
7520,5940916,1035.9568,197.54,35.12,2641,4853,26,528.53,4.04,G3711_M1141_C2668
7530,5948652,1001.9444,196.88,35.11,2644,4860,26,528.51,4.05,G3716_M1142_C2672
7540,5956604,960.2881,196.76,35.11,2647,4867,26,528.56,4.21,G3720_M1143_C2677
7550,5964604,885.4106,196.76,35.13,2652,4872,26,528.54,4.38,G3722_M1145_C2683
7560,5972360,962.0460,196.15,35.16,2658,4876,26,528.48,4.21,G3726_M1147_C2687
7570,5980008,949.1866,196.31,35.19,2664,4880,26,528.46,4.21,G3730_M1148_C2692
7580,5987916,869.8205,196.08,35.24,2671,4883,26,528.46,4.29,G3734_M1150_C2696
7590,5995916,788.6228,196.26,35.24,2675,4888,27,528.46,4.54,G3741_M1152_C2697
7600,6003916,832.2978,196.26,35.29,2682,4891,27,528.45,4.48,G3746_M1154_C2700
7610,6011608,869.5468,196.20,35.35,2690,4893,27,528.49,4.40,G3754_M1154_C2702
7620,6019216,973.9935,195.75,35.39,2697,4896,27,528.52,4.10,G3759_M1156_C2705
7630,6026532,989.7219,194.70,35.43,2703,4900,27,528.55,4.06,G3763_M1159_C2708
7640,6034288,1039.9974,194.21,35.43,2707,4906,27,528.53,3.80,G3768_M1159_C2713
7650,6042288,1087.9825,194.21,35.46,2713,4908,29,528.48,3.67,G3773_M1161_C2716
7660,6050288,1002.4058,194.82,35.48,2718,4913,29,528.49,3.76,G3779_M1164_C2717
7670,6057816,1009.1733,194.52,35.53,2725,4916,29,528.50,3.73,G3785_M1166_C2719
7680,6065732,1018.1262,194.54,35.56,2731,4920,29,528.54,3.70,G3791_M1166_C2723
7690,6073732,1132.0483,194.54,35.59,2737,4924,29,528.58,3.41,G3799_M1166_C2725
7700,6081668,1091.3849,194.38,35.62,2743,4928,29,528.60,3.45,G3804_M1168_C2728
7710,6089668,1042.4380,195.15,35.65,2749,4932,29,528.63,3.50,G3811_M1170_C2729
7720,6097668,1032.0794,196.13,35.66,2753,4937,30,528.60,3.55,G3817_M1172_C2731
7730,6105668,1036.7965,197.84,35.67,2757,4942,31,528.56,3.57,G3823_M1174_C2733
7740,6113216,1141.2175,197.32,35.71,2764,4945,31,528.58,3.47,G3827_M1175_C2738
7750,6121216,1179.4279,197.32,35.73,2769,4950,31,528.61,3.40,G3834_M1175_C2741
7760,6129216,1201.1632,197.32,35.71,2771,4958,31,528.64,3.38,G3840_M1175_C2745
7770,6136924,1224.4045,197.77,35.73,2776,4963,31,528.63,3.36,G3846_M1177_C2747
7780,6144520,1248.2242,196.97,35.77,2783,4966,31,528.67,3.32,G3849_M1177_C2754
7790,6152520,1159.3555,196.97,35.76,2786,4973,31,528.72,3.49,G3856_M1177_C2757
7800,6160340,1109.3613,196.68,35.81,2793,4976,31,528.69,3.58,G3859_M1178_C2763
7810,6167944,1061.2187,195.69,35.84,2799,4980,31,528.63,3.66,G3864_M1180_C2766
7820,6175944,1056.0733,195.69,35.87,2805,4984,31,528.61,3.71,G3867_M1183_C2770
7830,6183612,988.0445,194.86,35.93,2813,4986,31,528.61,3.87,G3871_M1186_C2773
7840,6191412,903.2926,195.49,35.97,2820,4989,31,528.57,3.98,G3874_M1190_C2776
7850,6199412,937.6147,195.49,36.00,2826,4993,31,528.54,3.97,G3879_M1193_C2778
7860,6207104,994.7560,194.72,36.04,2833,4996,31,528.59,3.93,G3884_M1194_C2782
7870,6214700,1057.5901,194.44,36.09,2840,4999,31,528.64,3.85,G3890_M1194_C2786
7880,6222472,1041.5519,194.88,36.10,2845,5004,31,528.62,3.87,G3895_M1196_C2789
7890,6230240,1149.5506,194.30,36.13,2851,5008,31,528.58,3.70,G3902_M1197_C2791
7900,6237904,1213.7574,193.91,36.15,2856,5011,33,528.59,3.63,G3908_M1197_C2795
7910,6245632,1293.3526,194.22,36.16,2860,5017,33,528.62,3.50,G3914_M1197_C2799
7920,6253620,1341.2379,194.19,36.16,2864,5023,33,528.65,3.40,G3920_M1198_C2802
7930,6261536,1410.0431,194.81,36.22,2872,5025,33,528.63,3.22,G3923_M1202_C2805
7940,6269536,1377.2928,195.31,36.23,2877,5030,33,528.67,3.28,G3928_M1204_C2808
7950,6277536,1409.5523,195.31,36.26,2883,5034,33,528.71,3.23,G3934_M1205_C2811
7960,6285412,1322.2878,195.77,36.28,2888,5039,33,528.73,3.35,G3940_M1206_C2814
7970,6293412,1216.5404,196.78,36.27,2891,5046,33,528.71,3.53,G3945_M1206_C2819
7980,6300952,1131.0297,196.20,36.30,2897,5050,33,528.69,3.71,G3949_M1208_C2823
7990,6308752,1064.3296,196.28,36.31,2901,5056,33,528.71,3.81,G3954_M1209_C2827
8000,6316592,1090.6886,196.72,36.34,2907,5060,33,528.68,3.77,G3961_M1211_C2828
8010,6324592,1137.3184,197.40,36.34,2911,5066,33,528.64,3.73,G3967_M1211_C2832
8020,6332180,1058.2131,196.40,36.36,2916,5071,33,528.58,3.79,G3971_M1213_C2836
8030,6339880,1062.2330,195.86,36.39,2922,5075,33,528.54,3.83,G3977_M1214_C2839
8040,6347204,1119.7914,194.17,36.46,2931,5076,33,528.52,3.73,G3980_M1215_C2845
8050,6354568,1034.9389,192.58,36.48,2937,5080,33,528.51,3.82,G3984_M1216_C2850
8060,6362284,1049.4009,192.18,36.51,2943,5084,33,528.48,3.83,G3988_M1218_C2854
8070,6370044,1033.0997,191.58,36.54,2949,5088,33,528.49,3.85,G3992_M1219_C2859
8080,6377928,1106.6127,192.44,36.55,2953,5094,33,528.50,3.73,G3997_M1220_C2863
8090,6385772,1057.4177,192.55,36.54,2956,5101,33,528.49,3.74,G4001_M1222_C2867
8100,6393424,1011.6087,192.08,36.56,2961,5106,33,528.53,3.81,G4008_M1222_C2870
8110,6401424,947.9013,192.08,36.58,2967,5110,33,528.54,3.88,G4015_M1225_C2870
8120,6409424,975.5479,193.11,36.64,2975,5111,34,528.55,3.89,G4019_M1227_C2874
8130,6417424,951.9460,193.86,36.65,2980,5116,34,528.50,3.86,G4024_M1228_C2878
8140,6425424,912.4698,195.55,36.67,2985,5121,34,528.50,3.92,G4028_M1229_C2883
8150,6433336,851.7980,196.92,36.70,2991,5125,34,528.54,4.01,G4033_M1229_C2888
8160,6441336,905.3029,197.63,36.70,2995,5131,34,528.56,3.92,G4039_M1230_C2891
8170,6449336,967.5282,198.23,36.71,2999,5137,34,528.59,3.83,G4047_M1230_C2893
8180,6456920,985.6386,197.48,36.75,3006,5140,34,528.59,3.83,G4050_M1233_C2897
8190,6464808,1018.7740,197.59,36.73,3008,5148,34,528.63,3.83,G4054_M1234_C2902
8200,6472808,913.9761,198.46,36.74,3013,5153,34,528.64,4.00,G4059_M1237_C2904
8210,6480808,873.2312,198.46,36.77,3019,5157,34,528.60,4.07,G4064_M1239_C2907
8220,6488632,819.1563,198.02,36.80,3025,5161,34,528.58,4.18,G4066_M1241_C2913
8230,6496408,824.8235,197.46,36.79,3028,5168,34,528.61,4.26,G4070_M1241_C2919
8240,6504044,862.8223,196.55,36.83,3035,5171,34,528.60,4.20,G4075_M1243_C2922
8250,6511456,922.1375,195.30,36.84,3039,5177,34,528.57,4.10,G4078_M1244_C2928
8260,6519348,904.6296,195.03,36.85,3044,5182,34,528.57,4.07,G4085_M1244_C2931
8270,6527292,969.1822,194.89,36.88,3050,5186,34,528.59,3.98,G4092_M1246_C2932
8280,6535180,1001.8105,195.65,36.93,3058,5188,34,528.61,3.90,G4097_M1247_C2936
8290,6543180,1023.6858,195.93,36.95,3063,5193,34,528.58,3.85,G4106_M1247_C2937
8300,6551100,1133.6969,195.73,36.98,3069,5197,34,528.53,3.64,G4108_M1250_C2942
8310,6559036,1118.4280,195.57,37.00,3075,5201,34,528.56,3.61,G4112_M1250_C2948
8320,6566664,1222.7930,195.08,37.04,3082,5204,34,528.58,3.41,G4119_M1250_C2951
8330,6574664,1167.8066,195.64,37.05,3086,5210,34,528.59,3.44,G4123_M1251_C2956
8340,6582664,1126.3637,196.55,37.07,3092,5214,34,528.59,3.49,G4129_M1253_C2958
8350,6590396,1105.5735,197.35,37.08,3096,5220,34,528.63,3.55,G4134_M1254_C2962
8360,6598288,1066.9685,197.35,37.12,3103,5223,34,528.69,3.66,G4137_M1254_C2969
8370,6606288,1044.1457,197.49,37.16,3110,5226,34,528.65,3.69,G4144_M1255_C2971
8380,6613552,998.4570,195.93,37.20,3117,5229,34,528.61,3.74,G4149_M1257_C2974
8390,6621504,988.8375,195.81,37.26,3126,5230,34,528.61,3.76,G4153_M1260_C2977
8400,6628908,938.7302,194.52,37.29,3132,5233,35,528.63,3.84,G4156_M1261_C2983
8410,6636752,967.1458,194.29,37.31,3138,5237,35,528.63,3.93,G4162_M1264_C2984
8420,6644404,785.3166,194.35,37.34,3144,5241,35,528.65,4.34,G4164_M1266_C2990
8430,6652404,776.6825,194.35,37.39,3152,5243,35,528.69,4.48,G4170_M1267_C2993
8440,6660404,750.5413,194.35,37.42,3158,5247,35,528.71,4.57,G4174_M1270_C2996
8450,6668404,760.4233,195.02,37.43,3163,5252,35,528.68,4.50,G4180_M1272_C2998
8460,6676096,721.4804,194.52,37.47,3170,5255,35,528.64,4.57,G4183_M1275_C3002
8470,6683436,653.1611,192.87,37.50,3176,5259,35,528.63,4.66,G4184_M1278_C3008
8480,6691320,625.8154,194.42,37.52,3182,5263,35,528.62,4.68,G4186_M1281_C3013
8490,6698864,593.6997,193.40,37.53,3186,5269,35,528.63,4.74,G4193_M1283_C3014
8500,6706248,663.5363,193.35,37.56,3193,5272,35,528.61,4.66,G4198_M1286_C3016
8510,6714012,654.4870,193.15,37.61,3201,5274,35,528.63,4.61,G4200_M1286_C3024
8520,6721692,844.5474,193.22,37.65,3208,5277,35,528.63,4.18,G4206_M1287_C3027
8530,6729356,917.5735,192.38,37.66,3212,5283,35,528.63,4.02,G4213_M1287_C3030
8540,6736720,941.8433,190.79,37.70,3220,5285,35,528.59,3.93,G4215_M1289_C3036
8550,6744548,999.5313,190.36,37.73,3226,5289,35,528.59,3.85,G4220_M1289_C3041
8560,6752548,1101.0382,191.13,37.77,3233,5292,35,528.60,3.65,G4225_M1290_C3045
8570,6759308,1066.7538,189.68,37.82,3241,5294,35,528.61,3.68,G4226_M1291_C3053
8580,6767308,1144.5939,189.97,37.84,3247,5298,35,528.60,3.60,G4233_M1293_C3054
8590,6774980,1134.1047,190.29,37.88,3254,5301,35,528.58,3.58,G4237_M1295_C3058
8600,6782888,1122.0621,191.60,37.88,3258,5307,35,528.52,3.56,G4243_M1296_C3061
8610,6790760,1085.5131,191.87,37.91,3264,5311,35,528.52,3.58,G4246_M1297_C3067
8620,6798760,1017.6319,192.67,37.90,3267,5318,35,528.49,3.62,G4254_M1298_C3068
8630,6806632,1015.4441,193.19,37.89,3270,5325,35,528.49,3.62,G4260_M1299_C3071
8640,6814304,1066.8439,193.96,37.92,3276,5329,35,528.52,3.53,G4266_M1299_C3075
8650,6822096,1005.0367,193.87,37.91,3279,5336,35,528.53,3.57,G4270_M1301_C3079
8660,6829900,939.4587,193.38,37.96,3287,5338,35,528.53,3.66,G4274_M1303_C3083
8670,6837900,998.3911,196.48,38.00,3295,5340,35,528.54,3.61,G4281_M1306_C3083
8680,6845900,947.8995,196.48,38.00,3298,5347,35,528.57,3.62,G4288_M1308_C3084
8690,6853540,1012.1594,196.40,38.01,3303,5351,36,528.59,3.51,G4294_M1310_C3086
8700,6861540,1031.3581,196.63,38.00,3306,5358,36,528.56,3.48,G4300_M1311_C3089
8710,6869388,1098.8599,196.57,38.04,3313,5361,36,528.55,3.39,G4306_M1311_C3093
8720,6877388,1114.0033,196.57,38.05,3318,5366,36,528.54,3.39,G4310_M1315_C3095
8730,6885104,1148.0826,196.18,38.06,3323,5370,37,528.52,3.31,G4315_M1316_C3099
8740,6893028,1101.7724,196.81,38.11,3331,5372,37,528.46,3.43,G4319_M1319_C3102
8750,6900660,1101.4493,196.41,38.16,3339,5374,37,528.39,3.52,G4323_M1322_C3105
8760,6908340,1133.7327,196.10,38.20,3346,5377,37,528.37,3.46,G4330_M1322_C3108
8770,6916340,1122.2679,196.10,38.22,3352,5381,37,528.28,3.45,G4335_M1326_C3109
8780,6923860,1113.4906,194.90,38.28,3361,5382,37,528.22,3.51,G4337_M1329_C3114
8790,6931584,1095.8657,195.11,38.32,3368,5385,37,528.21,3.57,G4342_M1332_C3116
8800,6939584,1109.7549,195.11,38.36,3376,5387,37,528.23,3.61,G4348_M1332_C3120
8810,6947184,1131.4181,194.49,38.41,3384,5389,37,528.23,3.61,G4354_M1334_C3122
8820,6955184,1165.6163,194.49,38.44,3390,5393,37,528.21,3.57,G4358_M1337_C3125
8830,6962980,1129.4958,194.69,38.48,3398,5395,37,528.26,3.63,G4364_M1337_C3129
8840,6970576,1164.1770,193.87,38.48,3402,5401,37,528.30,3.57,G4371_M1338_C3131
8850,6978576,1178.2168,194.79,38.49,3406,5407,37,528.29,3.58,G4376_M1340_C3134
8860,6986280,1248.3383,194.85,38.52,3413,5410,37,528.25,3.52,G4383_M1341_C3136
8870,6993828,1238.3708,193.72,38.56,3420,5413,37,528.25,3.54,G4387_M1343_C3140
8880,7001288,1244.7310,193.57,38.60,3428,5415,37,528.27,3.52,G4391_M1344_C3145
8890,7008580,1262.5185,192.49,38.62,3433,5420,37,528.27,3.50,G4395_M1347_C3148
8900,7015744,1211.7212,190.40,38.65,3440,5423,37,528.28,3.54,G4400_M1349_C3151
8910,7023472,1180.2430,190.72,38.68,3446,5427,37,528.30,3.56,G4406_M1350_C3154
8920,7030744,1174.3120,188.90,38.73,3455,5428,37,528.32,3.62,G4409_M1351_C3160
8930,7038440,1205.9783,188.65,38.77,3462,5431,37,528.35,3.54,G4415_M1353_C3162
8940,7045828,1176.8294,188.13,38.79,3468,5435,37,528.32,3.61,G4419_M1355_C3166
8950,7053252,1150.6168,186.69,38.80,3473,5440,37,528.28,3.61,G4424_M1358_C3168
8960,7060792,1058.1290,186.28,38.83,3479,5444,37,528.28,3.70,G4427_M1360_C3173
8970,7068316,1070.7253,186.22,38.85,3485,5448,37,528.29,3.72,G4430_M1362_C3178
8980,7075900,1134.5835,186.53,38.89,3492,5451,37,528.29,3.66,G4433_M1363_C3184
8990,7083384,1086.9329,187.01,38.92,3499,5454,37,528.29,3.68,G4438_M1365_C3187
